UID,FriendlyPointNameV2,FriendlyPointNameV3,LocationTag,EquipTag,PointTag,Category,Class
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 1-5-1.nvoBoxFlow.Present Value,BH VAV 01-05-01 ZoneAirflow,BH_VAV_01_05_01_ZoneAirflow,BH,VAV 01-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 1-5-2.nvoBoxFlow.Present Value,BH VAV 01-05-02 ZoneAirflow,BH_VAV_01_05_02_ZoneAirflow,BH,VAV 01-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 1-14-1.nvoBoxFlow.Present Value,BH VAV 01-14-01 ZoneAirflow,BH_VAV_01_14_01_ZoneAirflow,BH,VAV 01-14-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 1-14-2.nvoBoxFlow.Present Value,BH VAV 01-14-02 ZoneAirflow,BH_VAV_01_14_02_ZoneAirflow,BH,VAV 01-14-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 1.SH VAV 2-1-1.nvoBoxFlow.Present Value,BH VAV 02-01-01 ZoneAirflow,BH_VAV_02_01_01_ZoneAirflow,BH,VAV 02-01-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 1.SH VAV 2-1-2.nvoBoxFlow.Present Value,BH VAV 02-01-02 ZoneAirflow,BH_VAV_02_01_02_ZoneAirflow,BH,VAV 02-01-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 2-4-1.nvoBoxFlow.Present Value,BH VAV 02-04-01 ZoneAirflow,BH_VAV_02_04_01_ZoneAirflow,BH,VAV 02-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 2-4-2.nvoBoxFlow.Present Value,BH VAV 02-04-02 ZoneAirflow,BH_VAV_02_04_02_ZoneAirflow,BH,VAV 02-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 2-4-3.nvoBoxFlow.Present Value,BH VAV 02-04-03 ZoneAirflow,BH_VAV_02_04_03_ZoneAirflow,BH,VAV 02-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 4.SH VAV 2-4-4.nvoBoxFlow.Present Value,BH VAV 02-04-04 ZoneAirflow,BH_VAV_02_04_04_ZoneAirflow,BH,VAV 02-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 2-5-1.nvoBoxFlow.Present Value,BH VAV 02-05-01 ZoneAirflow,BH_VAV_02_05_01_ZoneAirflow,BH,VAV 02-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 2-5-2.nvoBoxFlow.Present Value,BH VAV 02-05-02 ZoneAirflow,BH_VAV_02_05_02_ZoneAirflow,BH,VAV 02-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 2-5-3.nvoBoxFlow.Present Value,BH VAV 02-05-03 ZoneAirflow,BH_VAV_02_05_03_ZoneAirflow,BH,VAV 02-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 5.SH VAV 2-5-4.nvoBoxFlow.Present Value,BH VAV 02-05-04 ZoneAirflow,BH_VAV_02_05_04_ZoneAirflow,BH,VAV 02-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 6.SH VAV 2-6-1.nvoBoxFlow.Present Value,BH VAV 02-06-01 ZoneAirflow,BH_VAV_02_06_01_ZoneAirflow,BH,VAV 02-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 6.SH VAV 2-6-2.nvoBoxFlow.Present Value,BH VAV 02-06-02 ZoneAirflow,BH_VAV_02_06_02_ZoneAirflow,BH,VAV 02-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 6.SH VAV 2-6-3.nvoBoxFlow.Present Value,BH VAV 02-06-03 ZoneAirflow,BH_VAV_02_06_03_ZoneAirflow,BH,VAV 02-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 6.SH VAV 2-6-4.nvoBoxFlow.Present Value,BH VAV 02-06-04 ZoneAirflow,BH_VAV_02_06_04_ZoneAirflow,BH,VAV 02-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 2-14-1.nvoBoxFlow.Present Value,BH VAV 02-14-01 ZoneAirflow,BH_VAV_02_14_01_ZoneAirflow,BH,VAV 02-14-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 2-14-2.nvoBoxFlow.Present Value,BH VAV 02-14-02 ZoneAirflow,BH_VAV_02_14_02_ZoneAirflow,BH,VAV 02-14-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 2-14-3.nvoBoxFlow.Present Value,BH VAV 02-14-03 ZoneAirflow,BH_VAV_02_14_03_ZoneAirflow,BH,VAV 02-14-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-5/LON Trunk1.VAV SH BLK.LV 14.SH VAV 2-14-4.nvoBoxFlow.Present Value,BH VAV 02-14-04 ZoneAirflow,BH_VAV_02_14_04_ZoneAirflow,BH,VAV 02-14-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-1.nvoBoxFlow.Present Value,IB VAV 01-02-01 ZoneAirflow,IB_VAV_01_02_01_ZoneAirflow,IB,VAV 01-02-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-2.nvoBoxFlow.Present Value,IB VAV 01-02-02 ZoneAirflow,IB_VAV_01_02_02_ZoneAirflow,IB,VAV 01-02-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-3.nvoBoxFlow.Present Value,IB VAV 01-02-03 ZoneAirflow,IB_VAV_01_02_03_ZoneAirflow,IB,VAV 01-02-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-4.nvoBoxFlow.Present Value,IB VAV 01-02-04 ZoneAirflow,IB_VAV_01_02_04_ZoneAirflow,IB,VAV 01-02-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-1.nvoBoxFlow.Present Value,IB VAV 01-03-01 ZoneAirflow,IB_VAV_01_03_01_ZoneAirflow,IB,VAV 01-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-2.nvoBoxFlow.Present Value,IB VAV 01-03-02 ZoneAirflow,IB_VAV_01_03_02_ZoneAirflow,IB,VAV 01-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-3.nvoBoxFlow.Present Value,IB VAV 01-03-03 ZoneAirflow,IB_VAV_01_03_03_ZoneAirflow,IB,VAV 01-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-4.nvoBoxFlow.Present Value,IB VAV 01-03-04 ZoneAirflow,IB_VAV_01_03_04_ZoneAirflow,IB,VAV 01-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-5.nvoBoxFlow.Present Value,IB VAV 01-03-05 ZoneAirflow,IB_VAV_01_03_05_ZoneAirflow,IB,VAV 01-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-10.nvoBoxFlow.Present Value,IB VAV 01-03-10 ZoneAirflow,IB_VAV_01_03_10_ZoneAirflow,IB,VAV 01-03-10,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-1.nvoBoxFlow.Present Value,IB VAV 01-04-01 ZoneAirflow,IB_VAV_01_04_01_ZoneAirflow,IB,VAV 01-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-2.nvoBoxFlow.Present Value,IB VAV 01-04-02 ZoneAirflow,IB_VAV_01_04_02_ZoneAirflow,IB,VAV 01-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-3.nvoBoxFlow.Present Value,IB VAV 01-04-03 ZoneAirflow,IB_VAV_01_04_03_ZoneAirflow,IB,VAV 01-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-4.nvoBoxFlow.Present Value,IB VAV 01-04-04 ZoneAirflow,IB_VAV_01_04_04_ZoneAirflow,IB,VAV 01-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-5.nvoBoxFlow.Present Value,IB VAV 01-04-05 ZoneAirflow,IB_VAV_01_04_05_ZoneAirflow,IB,VAV 01-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-5.nvoBoxFlow.Present Value,IB VAV 03-02-05 ZoneAirflow,IB_VAV_03_02_05_ZoneAirflow,IB,VAV 03-02-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-6.nvoBoxFlow.Present Value,IB VAV 03-02-06 ZoneAirflow,IB_VAV_03_02_06_ZoneAirflow,IB,VAV 03-02-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-7.nvoBoxFlow.Present Value,IB VAV 03-02-07 ZoneAirflow,IB_VAV_03_02_07_ZoneAirflow,IB,VAV 03-02-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 2.VAV-IB-2-8.nvoBoxFlow.Present Value,IB VAV 03-02-08 ZoneAirflow,IB_VAV_03_02_08_ZoneAirflow,IB,VAV 03-02-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-6.nvoBoxFlow.Present Value,IB VAV 03-03-06 ZoneAirflow,IB_VAV_03_03_06_ZoneAirflow,IB,VAV 03-03-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-7.nvoBoxFlow.Present Value,IB VAV 03-03-07 ZoneAirflow,IB_VAV_03_03_07_ZoneAirflow,IB,VAV 03-03-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-8 (IB Classroom 3-8).nvoBoxFlow.Present Value,IB VAV 03-03-08 ZoneAirflow,IB_VAV_03_03_08_ZoneAirflow,IB,VAV 03-03-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 3.VAV-IB-3-9.nvoBoxFlow.Present Value,IB VAV 03-03-09 ZoneAirflow,IB_VAV_03_03_09_ZoneAirflow,IB,VAV 03-03-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-6.nvoBoxFlow.Present Value,IB VAV 03-04-06 ZoneAirflow,IB_VAV_03_04_06_ZoneAirflow,IB,VAV 03-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-7.nvoBoxFlow.Present Value,IB VAV 03-04-07 ZoneAirflow,IB_VAV_03_04_07_ZoneAirflow,IB,VAV 03-04-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-8.nvoBoxFlow.Present Value,IB VAV 03-04-08 ZoneAirflow,IB_VAV_03_04_08_ZoneAirflow,IB,VAV 03-04-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-1/LON Trunk.INFANT BLK VAV.LEVEL 4.VAV-IB-4-9.nvoBoxFlow.Present Value,IB VAV 03-04-09 ZoneAirflow,IB_VAV_03_04_09_ZoneAirflow,IB,VAV 03-04-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-1.nvoSpaceTemp.Present Value,BA VAV 01-01-01 ZoneTemp,BA_VAV_01_01_01_ZoneTemp,BA,VAV 01-01-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-2.nvoSpaceTemp.Present Value,BA VAV 01-01-02 ZoneTemp,BA_VAV_01_01_02_ZoneTemp,BA,VAV 01-01-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-3.nvoSpaceTemp.Present Value,BA VAV 01-01-03 ZoneTemp,BA_VAV_01_01_03_ZoneTemp,BA,VAV 01-01-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-4.nvoSpaceTemp.Present Value,BA VAV 01-01-04 ZoneTemp,BA_VAV_01_01_04_ZoneTemp,BA,VAV 01-01-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-5.nvoSpaceTemp.Present Value,BA VAV 01-01-05 ZoneTemp,BA_VAV_01_01_05_ZoneTemp,BA,VAV 01-01-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-6.nvoSpaceTemp.Present Value,BA VAV 01-01-06 ZoneTemp,BA_VAV_01_01_06_ZoneTemp,BA,VAV 01-01-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-7.nvoSpaceTemp.Present Value,BA VAV 01-01-07 ZoneTemp,BA_VAV_01_01_07_ZoneTemp,BA,VAV 01-01-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 1.VAV EB2 1-1-8.nvoSpaceTemp.Present Value,BA VAV 01-01-08 ZoneTemp,BA_VAV_01_01_08_ZoneTemp,BA,VAV 01-01-08,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 2.VAV EB2 2-1-1.nvoSpaceTemp.Present Value,BA VAV 02-01-01 ZoneTemp,BA_VAV_02_01_01_ZoneTemp,BA,VAV 02-01-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-1-1.nvoSpaceTemp.Present Value,BA VAV 06-01-01 ZoneTemp,BA_VAV_06_01_01_ZoneTemp,BA,VAV 06-01-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-1-2.nvoSpaceTemp.Present Value,BA VAV 06-01-02 ZoneTemp,BA_VAV_06_01_02_ZoneTemp,BA,VAV 06-01-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-1-3.nvoSpaceTemp.Present Value,BA VAV 06-01-03 ZoneTemp,BA_VAV_06_01_03_ZoneTemp,BA,VAV 06-01-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-1-4.nvoSpaceTemp.Present Value,BA VAV 06-01-04 ZoneTemp,BA_VAV_06_01_04_ZoneTemp,BA,VAV 06-01-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-1-5.nvoSpaceTemp.Present Value,BA VAV 06-01-05 ZoneTemp,BA_VAV_06_01_05_ZoneTemp,BA,VAV 06-01-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-1.nvoSpaceTemp.Present Value,BA VAV 06-02-01 ZoneTemp,BA_VAV_06_02_01_ZoneTemp,BA,VAV 06-02-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-2.nvoSpaceTemp.Present Value,BA VAV 06-02-02 ZoneTemp,BA_VAV_06_02_02_ZoneTemp,BA,VAV 06-02-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-3.nvoSpaceTemp.Present Value,BA VAV 06-02-03 ZoneTemp,BA_VAV_06_02_03_ZoneTemp,BA,VAV 06-02-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-4.nvoSpaceTemp.Present Value,BA VAV 06-02-04 ZoneTemp,BA_VAV_06_02_04_ZoneTemp,BA,VAV 06-02-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-5.nvoSpaceTemp.Present Value,BA VAV 06-02-05 ZoneTemp,BA_VAV_06_02_05_ZoneTemp,BA,VAV 06-02-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-6.nvoSpaceTemp.Present Value,BA VAV 06-02-06 ZoneTemp,BA_VAV_06_02_06_ZoneTemp,BA,VAV 06-02-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV EB2 BLK.LEVEL 6.VAV EB2 6-2-7.nvoSpaceTemp.Present Value,BA VAV 06-02-07 ZoneTemp,BA_VAV_06_02_07_ZoneTemp,BA,VAV 06-02-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-6/LON Trunk1.VAV  EB2 BLK.LEVEL 6.VAV A-6-2-8.nvoSpaceTemp.Present Value,BA VAV 06-02-08 ZoneTemp,BA_VAV_06_02_08_ZoneTemp,BA,VAV 06-02-08,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-1.nvoSpaceTemp.Present Value,BB VAV 01-02-01 ZoneTemp,BB_VAV_01_02_01_ZoneTemp,BB,VAV 01-02-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-2.nvoSpaceTemp.Present Value,BB VAV 01-02-02 ZoneTemp,BB_VAV_01_02_02_ZoneTemp,BB,VAV 01-02-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-3.nvoSpaceTemp.Present Value,BB VAV 01-02-03 ZoneTemp,BB_VAV_01_02_03_ZoneTemp,BB,VAV 01-02-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-4.nvoSpaceTemp.Present Value,BB VAV 01-02-04 ZoneTemp,BB_VAV_01_02_04_ZoneTemp,BB,VAV 01-02-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-5.nvoSpaceTemp.Present Value,BB VAV 01-02-05 ZoneTemp,BB_VAV_01_02_05_ZoneTemp,BB,VAV 01-02-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-6.nvoSpaceTemp.Present Value,BB VAV 01-02-06 ZoneTemp,BB_VAV_01_02_06_ZoneTemp,BB,VAV 01-02-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-7.nvoSpaceTemp.Present Value,BB VAV 01-02-07 ZoneTemp,BB_VAV_01_02_07_ZoneTemp,BB,VAV 01-02-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-8.nvoSpaceTemp.Present Value,BB VAV 01-02-08 ZoneTemp,BB_VAV_01_02_08_ZoneTemp,BB,VAV 01-02-08,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-9.nvoSpaceTemp.Present Value,BB VAV 01-02-09 ZoneTemp,BB_VAV_01_02_09_ZoneTemp,BB,VAV 01-02-09,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-10.nvoSpaceTemp.Present Value,BB VAV 01-02-10 ZoneTemp,BB_VAV_01_02_10_ZoneTemp,BB,VAV 01-02-10,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-11.nvoSpaceTemp.Present Value,BB VAV 01-02-11 ZoneTemp,BB_VAV_01_02_11_ZoneTemp,BB,VAV 01-02-11,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-12.nvoSpaceTemp.Present Value,BB VAV 01-02-12 ZoneTemp,BB_VAV_01_02_12_ZoneTemp,BB,VAV 01-02-12,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-13.nvoSpaceTemp.Present Value,BB VAV 01-02-13 ZoneTemp,BB_VAV_01_02_13_ZoneTemp,BB,VAV 01-02-13,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 1-2-14.nvoSpaceTemp.Present Value,BB VAV 01-02-14 ZoneTemp,BB_VAV_01_02_14_ZoneTemp,BB,VAV 01-02-14,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 1-3-1.nvoSpaceTemp.Present Value,BB VAV 01-03-01 ZoneTemp,BB_VAV_01_03_01_ZoneTemp,BB,VAV 01-03-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 1-3-2.nvoSpaceTemp.Present Value,BB VAV 01-03-02 ZoneTemp,BB_VAV_01_03_02_ZoneTemp,BB,VAV 01-03-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 1-3-3.nvoSpaceTemp.Present Value,BB VAV 01-03-03 ZoneTemp,BB_VAV_01_03_03_ZoneTemp,BB,VAV 01-03-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 1-3-4.nvoSpaceTemp.Present Value,BB VAV 01-03-04 ZoneTemp,BB_VAV_01_03_04_ZoneTemp,BB,VAV 01-03-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 1-3-5.nvoSpaceTemp.Present Value,BB VAV 01-03-05 ZoneTemp,BB_VAV_01_03_05_ZoneTemp,BB,VAV 01-03-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 1-4-1.nvoSpaceTemp.Present Value,BB VAV 01-04-01 ZoneTemp,BB_VAV_01_04_01_ZoneTemp,BB,VAV 01-04-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 1-4-2.nvoSpaceTemp.Present Value,BB VAV 01-04-02 ZoneTemp,BB_VAV_01_04_02_ZoneTemp,BB,VAV 01-04-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 1-4-3.nvoSpaceTemp.Present Value,BB VAV 01-04-03 ZoneTemp,BB_VAV_01_04_03_ZoneTemp,BB,VAV 01-04-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 1-4-4.nvoSpaceTemp.Present Value,BB VAV 01-04-04 ZoneTemp,BB_VAV_01_04_04_ZoneTemp,BB,VAV 01-04-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 1-4-5.nvoSpaceTemp.Present Value,BB VAV 01-04-05 ZoneTemp,BB_VAV_01_04_05_ZoneTemp,BB,VAV 01-04-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 1-5-1.nvoSpaceTemp.Present Value,BB VAV 01-05-01 ZoneTemp,BB_VAV_01_05_01_ZoneTemp,BB,VAV 01-05-01,ZoneTemp,VAVZoneTemp,Analog
